review_id,autor,es_local_guide,n_resenas_autor,n_fotos_autor,tiempo_relativo,fecha_aprox,editado,comio_alli,turno,rango_precio,texto,texto_truncado,longitud_texto,reacciones_total,score_positivo,score_negativo,score_sentimiento,tono,respuesta_propietario,tiempo_respuesta_propietario
80,Toni Vidal,True,70.0,155.0,Hace 4 años,2022-08-22,False,True,Cena,,"Un ""tapeo"" impresionante . Muy buena atención por parte del personal. La comida exquisita. Muy recomendable opción si estás por Pozuelo",False,135,0,2,0,2,Positiva,,
81,gonzalo ruiz,True,32.0,,Hace 10 meses,2025-10-25,False,False,Cena,40-50 €,"Una experiencia increíble en La Roca!Fuimos a cenar con amigos un sábado y todo fue perfecto de principio a fin. El ambiente es acogedor, con una energía ideal para disfrutar y pasar un buen rato. La comida, simplemente espectacular —cada",True,238,1,3,0,3,Positiva,"Un placer Gonzalo, y eternamente agradecido por tu extenso y sincero comentario. Como has dicho nos veremos mucho mas!!! Gracias!!!",Hace 10 meses
82,Sam,True,964.0,6374.0,Hace 3 años,2023-08-22,False,True,Cena,40-50 €,"Restaurante gourmet de mercado, platos pequeños y ricos, aunque caretes. Ideal para ir en grupo y probar muchas cosas",False,117,1,2,1,1,Positiva,,
83,CARLOS BARRANCO GARCÍA,True,94.0,62.0,Hace 3 años,2023-08-22,False,True,Comida,60-70 €,"Me gusto mucho almorzar en La Roca, el único pero que encontré es que el local y su decoración no me parecen muy atractivos y desmerecen el gran nivel de la cocina y el estupendo servicio.",True,188,0,2,0,2,Positiva,,
84,María Montserrat,True,17.0,11.0,Hace un año,2025-08-21,False,False,Cena,,"Blinis, costilla, tartare, ravioli rabo de toro, pan bao . .. postres originales y deliciosos. Servicio excelente. Cocina tradicional con un toque moderno.",True,155,1,2,0,2,Positiva,,
85,Daniel Alfaro,True,447.0,1737.0,Hace 4 años,2022-08-22,False,False,,,"Muy buena experiencia, el pulpo a la brasa muy recomendable y la tortilla de Betanzos muy rica y jugosa. Los postres no fueron tan ricos como esperaba pero el trato increíble",False,174,0,5,1,4,Positiva,"¡Muchas gracias por tu comentario Daniel! Nos alegra saber que tu experiencia con nosotros ha sido positiva, aunque los postres no hayan sido de tu agrado. Trabajamos cada día para darle al cliente el servicio que se merece. Esperamos volver a verte y que cambie tu opinión de nuestros postres.",Hace 4 años
86,Chema Caballero,True,1041.0,6478.0,Hace 4 años,2022-08-22,False,False,,,"Exquisito. Excelente servicio, buen ambiente, carta muy equilibrada. Una delicia",False,80,0,2,0,2,Positiva,¡Muchas gracias por tu comentario Chema! Estamos deseando que vuelvas a visitarnos.,Hace 4 años
87,Natalia Mad,False,7.0,,Hace 4 meses,2026-04-23,False,False,,,"Me encantaba hace años, últimamente, para ser sincera, la comida cada vez nos gusta menos, algo ha cambiado en cocina.",True,118,0,1,0,1,Positiva,,
88,rocio relaño sieira,True,26.0,5.0,Hace 2 meses,2026-06-22,False,False,Cena,30-40 €,Ney y Nilmar y Valentín maravillosos!!! El sitio genial!! Muy rico!! Los postres recomiendo el de chocolate!,True,108,0,3,0,3,Positiva,,
89,Manuel Rodriguez Martin,True,68.0,4.0,Hace un año,2025-08-21,False,True,Comida,20-30 €,"Lugar impresionante! Buena atención, sitio bonito, comida muy buena, servicio rápido! El trato ha sido excepcional, hemos quedado encantados!",True,141,2,2,0,2,Positiva,,
90,Pedro Hidalgo,True,24.0,200.0,Hace 3 años,2023-08-22,False,True,Cena,20-30 €,"Probamos muchas cosas lo que más nos gustó fue: Ravioli de rabo, solomillo con arroz meloso y taco de pulpo. Atención muy buena",True,127,2,1,0,1,Positiva,,
91,David Andrés,True,285.0,2905.0,Hace 3 años,2023-08-22,False,True,Comida,30-40 €,"La atención fue buena. En cuanto a la comida, muy buen producto y bien elaborado. Las cantidades nos parecieron escuetas. Cogimos carpaccio, tartar, baos, zamburiñas, bombones de",True,178,3,0,0,0,Neutra/mixta,,
92,Mariano Jeronimo Sanjuan Perez,False,4.0,,Hace un mes,2026-07-22,False,False,,,Tanto la comida como el servicio fue espectacular. 100% recomendable!!!!,True,72,1,2,0,2,Positiva,,
93,Juan Gabriel Alonso,True,21.0,10.0,Hace un año,2025-08-21,True,False,,,"Fantástica la comida y el servicio. Muy cercanos, agradables y simpáticos. La comida espectacular y estuvieron",True,110,0,3,0,3,Positiva,"Gracias por compartir tu opinión, Juan Gabriel. Esperamos verte pronto :)",Hace 7 años
94,Carolina Blanco Gómez,False,4.0,,Hace 3 meses,2026-05-23,False,False,Comida,,La comida está increíble y Jessica y Nein nos han atendido genial. Volvemos seguro!,True,83,0,2,0,2,Positiva,,
95,Clara Serrada,True,202.0,769.0,Hace 4 años,2022-08-22,False,False,,,No entiendo como este sitio no tiene más fama porque la comida es espectacular. Felicidades al chef por lo que consigue crear,False,125,1,1,0,1,Positiva,,
96,João Saraiva,False,5.0,,Hace 3 meses,2026-05-23,False,False,,,Todo estaba muy rico y la atencion de los empleados fue estupenda! Volveremos!,True,78,0,3,0,3,Positiva,,
97,Borja Gonzalez,True,17.0,,Hace 4 años,2022-08-22,False,True,Cena,30-40 €,"Un lugar magnífico donde aparte de degustar una maravilla de platos con sabores espectaculares para el paladar.... Resaltar sobre todo la profesionalidad del personal y hago un Inciso! NEY ES UN PROFESIONAL COMO UNA CATEDRAL, ATENTO,",True,233,0,4,0,4,Positiva,,
98,Ivan Calle,True,930.0,37.0,Hace un mes,2026-07-22,False,False,Comida,30-40 €,La comida y el servicio muy bueno. La carne estaba maravillosa.,True,63,1,1,0,1,Positiva,,
99,rafael cascales sisniega,True,149.0,862.0,Hace 2 años,2024-08-21,True,False,,,Buena experiencia. Torreznos espectaculares. El resto muy bien. Recomendable,False,76,0,2,0,2,Positiva,,
100,JD Vivas,False,2.0,,Hace un año,2025-08-21,False,False,,,Excelente encebollado y atención!! 💚 atendida por Doris y Valeria!,True,66,0,1,0,1,Positiva,,
101,Patricia Madrazo,True,37.0,,Hace 10 meses,2025-10-25,False,False,Cena,40-50 €,"Fuimos a cenar un día entre semana, maravillosa atención, especialmente por parte del encargado. La comida de carta muy buena (ravioli, pulpo..), pero también recomiendo pedir platos de fuera de carta. ¡Y dejad un hueco para el postre! Sin duda, volveremos.",True,257,0,2,0,2,Positiva,,
102,Rocio Frejo,False,7.0,,Hace 11 meses,2025-09-25,False,False,Cena,40-50 €,"Estupendo, para repetir. Nos lo recomendaron unos amigos y ha sido todo un acierto.",True,83,0,4,0,4,Positiva,,
103,Ignacio SÁEZ,True,380.0,1606.0,Hace 5 años,2021-08-22,False,False,,,Simplemente perfecto merece la pena darse un homenaje dom sus tapas TOP chef,False,76,0,2,0,2,Positiva,"¡Muchas gracias por tu comentario Ignacio! Desde luego, las tapas que hace nuestro chef son dignas de darse ese homenaje. ¡Tenemos también una amplia selección de platos que estamos deseando que pruebes!",Hace 4 años
104,Concha Jódar,True,215.0,239.0,Hace 4 años,2022-08-22,False,False,,,"Estuvimos cenando y todos los platos exquisitos, el personal muy amable y el vino Ribera de la casa muy bueno.",False,110,0,2,0,2,Positiva,¡Muchas gracias por tu comentario Concha! Esperamos verte pronto.,Hace 4 años
105,MONICA IRACHE ALONSO ALVARADO,False,13.0,,Hace 5 meses,2026-03-24,False,False,Cena,30-40 €,"Hemos cenado muy bien, buenas comida, buenas relación calidad precio y la atención muy buena. Recomendable.",True,107,0,2,0,2,Positiva,,
106,Cristina Abel,True,16.0,13.0,Hace un año,2025-08-21,False,False,Comida,30-40 €,"Magnífico!!! Servicio y comida estupendas, repetiremos",True,54,0,3,0,3,Positiva,,
107,belen Garcia,True,48.0,,Hace 7 meses,2026-01-23,False,False,,,La verdad que ha sido todo un descubrimiento. Calidad de la comida excelente ( callos exquisitos). Servicio impecable. Volveremos seguro. Calidad / precio muy razonable.,True,169,0,6,0,6,Positiva,,
108,MARGOT ALMAZAN GONZALEZ,False,3.0,3.0,Hace 6 años,2020-08-22,True,False,,,"Uno de los mejores sitios de Pozuelo de Alarcón (Madrid) para degustar buena cocina a buen precio y con una cuidada y especial selección de vinos. La atención en el restaurante es inmejorable, especialmente la de Óscar, pendiente de todo y de todos. Su carta, mezcla de sabores y texturas originales. ¡Todo un acierto!",False,318,0,2,0,2,Positiva,,
109,Iván Hernández,True,20.0,6.0,Hace un año,2025-08-21,False,False,Comida,30-40 €,"La roca, un lugar donde disfrutar de la comida en un buen ambiente. Comí en este restaurante con un grupo de amigos.",True,116,0,0,0,0,Neutra/mixta,,
110,iago taibo corsanego Psicología positiva,True,73.0,40.0,Hace 5 años,2021-08-22,False,False,,,"Muy interesante. Habian cometido un error pero comoensaron muy bien. Excelente vino, platos muy originales y materia prima de clara calidad. Repetire! Arroz con perdiz y carabineros",False,181,0,3,1,2,Positiva,,
111,Juan Ramón Esquivias,True,28.0,2.0,Hace 7 meses,2026-01-23,False,False,Comida,30-40 €,"Me cuesta dar 5 estrellas pero este restaurante se lo merece. Comida estupenda y trato espectacular. Uruguay y Argentina funcionan, felicidades.",True,144,1,2,0,2,Positiva,"Hola Juan, muy agradecido a ustedes, gracias por tomarte un momento de tu valioso tiempo para valorarnos de esta manera. Un abrazo grande, felices fiestas y esperamos verlos pronto por nuestra casa La Roca",Hace 7 meses
112,A RC,True,24.0,3.0,Hace 3 años,2023-08-22,False,False,,,"Alejandro y Ney nos trataron de maravilla. El servicio es excelente y la calidad de la comida muy buena. Platos elaborados a buen precio, volveremos sin duda.",False,158,0,3,0,3,Positiva,,
113,Marta Rodriguez,False,2.0,,Hace un año,2025-08-21,False,True,Cena,20-30 €,"Fuimos a este restaurante con ganas de probar su comida, pero la experiencia no fue la deseada. Al principio, quisimos pedir una cantidad razonable de platos, pero el camarero nos insistió en que era muy poco para dos personas. Terminamos",True,238,3,0,0,0,Neutra/mixta,,
114,Santi Mera Benito,False,10.0,,Hace 10 meses,2025-10-25,False,False,Comida,40-50 €,"El servicio muy bien, muy atentos. Se equivocaron en una comanda y nos dejaron lo que trajeron (gratis) y luego nos trajeron lo correcto. Muy amables y simpáticos. Por otro lado un poco caro para la cantidad de comida. Recomendable",True,231,0,3,2,1,Positiva,,
115,Laura LC,True,58.0,75.0,Hace 3 años,2023-08-22,False,False,,,"Los camareros muy atentos, y la comida muy rica. Nos encantó el sitio. Volveremos !!!",True,85,0,4,0,4,Positiva,,
116,Juan Pablo,True,217.0,17.0,Hace un año,2025-08-21,False,False,Comida,30-40 €,"Excelente restaurante con una excepcional cocina. Las tortillitas de camarones, las mejores que he comido en Madrid, finas, de buen tamaño y nada grasienta. El arroz meloso negro riquísimo también. No pidas solo lo que está en la carta. Por",True,240,1,2,0,2,Positiva,,
117,88 Canoko 88,False,4.0,,Hace 11 meses,2025-09-25,False,False,Comida,30-40 €,"Hoy he venido a comer con la familia y nos ha sorprendido gratamente. Hemos probado el formato de picoteo y nos ha encantado. Todos los platos estaban deliciosos, pero personalmente recomiendo la albóndiga",False,205,0,3,0,3,Positiva,,
